id,name,surname,researchfield,university,age
396,Joshua,Brown-Martinez,Consumer Products & Services,University of Copenhagen,31
397,Grace B. X.,Brown-Hernandez,Financial Services,RWTH Aachen University,39
398,Irene E. N.,Brown-Lopez,Travel & Hospitality,University of Barcelona,50
399,Patricia T. U.,Brown-Gonzalez,IT Management,Technical University of Munich,51
400,Joseph,Brown-Wilson,Financial Services,University of Helsinki,37
401,Liam Z. M.,Brown-Anderson,Business Products & Services,University of Cambridge,38
402,Michael A. P.,Brown-Thomas,Software,Aristotle University of Thessaloniki,44
403,Ryan U. T.,Brown-Taylor,Logistics & Transportation,Delft University of Technology,37
404,Matthew R. Y.,Brown-Moore,Software,Université Paris-Saclay,45
405,Elijah H. N.,Brown-Jackson,Manufacturing,University of Michigan,43
406,Kevin H. X.,Brown-Martin,Logistics & Transportation,Sapienza University of Rome,30
407,Patricia,Brown-Lee,Software,University of Warwick,53
408,Mason D. G.,Brown-Perez,Software,ETH Zurich,29
409,Barbara Z. D.,Brown-Thompson,Construction,Northwestern University,32
410,Aria T. A.,Brown-White,IT Services,University of Zurich,35
411,Patricia Q. P.,Brown-Harris,Construction,Sapienza University of Rome,49
412,Mark H. N.,Brown-Sanchez,Business Products & Services,University of Glasgow,26
413,Kimberly,Brown-Clark,Health,University of Valencia,32
414,Andrew,Brown-Ramirez,Financial Services,University of Helsinki,52
415,Mateo G. E.,Brown-Lewis,Retail,University of Helsinki,36
416,Jason L. P.,Brown-Robinson,Real Estate,Imperial College London,25
417,Ryan Z. O.,Brown-Walker,Software,University of Michigan,41
418,Maria H. V.,Brown-Young,Advertising & Marketing,University of Warsaw,38
419,Eleni X. W.,Brown-Allen,Consumer Products & Services,University of Warsaw,45
420,Emma T. L.,Brown-King,Advertising & Marketing,Complutense University of Madrid,41
421,Kimberly B. L.,Brown-Wright,IT System Development,Université Paris-Saclay,26
422,Robert F. X.,Brown-Scott,Software,KTH Royal Institute of Technology,52
423,Donald O. D.,Brown-Torres,Engineering,University of Zurich,36
424,Karen,Brown-Nguyen,Financial Services,National and Kapodistrian University of Athens,41
425,Margaret W. R.,Brown-Hill,Human Resources,Columbia University,39
426,Donald,Brown-Flores,Business Products & Services,University of Copenhagen,39
427,Kimberly P. M.,Brown-Green,Consumer Products & Services,Université Paris-Saclay,48
428,Richard,Brown-Adams,Education,University of Bristol,26
429,Nora E. P.,Brown-Nelson,Real Estate,"University of California, San Diego",36
430,Anna T. W.,Brown-Baker,Health,McGill University,40
431,Noah U. F.,Brown-Hall,Food & Beverage,Charles University,48
432,Mia S. N.,Brown-Rivera,IT System Development,University College Dublin,50
433,Patricia I. J.,Brown-Campbell,IT Management,University of Michigan,39
434,Noah N. L.,Brown-Mitchell,IT System Development,RWTH Aachen University,38
435,Aria H. C.,Brown-Carter,Software,Massachusetts Institute of Technology,27
436,Daniel,Brown-Roberts,Energy,University of Michigan,32
437,Jennifer,Brown-Phillips,Business Products & Services,University of Edinburgh,39
438,Sarah,Brown-Evans,Real Estate,Johns Hopkins University,52
439,Sarah,Brown-Turner,Media,Johns Hopkins University,52
440,Joseph,Brown-Diaz,Advertising & Marketing,Ghent University,31
441,Katerina M. W.,Brown-Parker,Telecommunications,Heidelberg University,24
442,David,Brown-Cruz,IT System Development,Delft University of Technology,47
443,Steven,Brown-Edwards,Logistics & Transportation,"University of California, Berkeley",41
444,Amelia W. Z.,Brown-Collins,Consumer Products & Services,University of Toronto,32
445,Sofia J. N.,Brown-Reyes,Financial Services,Yale University,24
446,Mary,Brown-Stewart,Travel & Hospitality,Delft University of Technology,40
447,Michelle T. I.,Brown-Morris,Real Estate,Princeton University,40
448,Sandra,Brown-Morales,Consumer Products & Services,Trinity College Dublin,37
449,Andreas Z. Z.,Brown-Murphy,Business Products & Services,PSL University,52
450,Karen,Brown-Cook,Advertising & Marketing,University of Manchester,35
451,Aria K. W.,Brown-Rogers,Advertising & Marketing,Princeton University,38
452,Theo O. Y.,Brown-Gutierrez,Manufacturing,University of Lisbon,30
453,Christopher P. K.,Brown-Ortiz,Retail,University of Barcelona,32
454,Joseph,Brown-Morgan,Software,London School of Economics and Political Science,34
455,Noah X. U.,Brown-Cooper,Manufacturing,Stanford University,46
456,Sofia D. H.,Brown-Peterson,Telecommunications,Duke University,43
457,Michael G. Y.,Brown-Bailey,Construction,KTH Royal Institute of Technology,24
458,Michelle,Brown-Reed,Software,University of Geneva,50
459,William U. D.,Brown-Kelly,Business Products & Services,"University of California, San Diego",26
460,Elijah J. T.,Brown-Howard,Insurance,"University of California, Los Angeles",46
461,Noemi S. K.,Brown-Ramos,Real Estate,Autonomous University of Barcelona,39
462,Charles,Brown-Kim,Software,Johns Hopkins University,46
463,Isabella R. K.,Brown-Cox,Travel & Hospitality,KU Leuven,34
464,Maria D. D.,Brown-Ward,Software,University of Edinburgh,37
465,Margaret R. X.,Brown-Richardson,Financial Services,Jagiellonian University,47
466,Giulia T. U.,Brown-Watson,Health,Technical University of Munich,43
467,Thomas,Brown-Brooks,Human Resources,Leiden University,30
468,David,Brown-Chavez,Construction,UCL (University College London),30
469,Linda J. D.,Brown-Wood,Software,University of Valencia,33
470,Nikolai X. J.,Brown-James,Security,UCL (University College London),27
471,Sandra J. V.,Brown-Bennett,Government Services,Autonomous University of Barcelona,47
472,Donna,Brown-Gray,Construction,Aarhus University,48
473,Patricia S. P.,Brown-Mendoza,Business Products & Services,Eindhoven University of Technology,25
474,Barbara,Brown-Ruiz,Human Resources,University of Vienna,33
475,Steven A. R.,Brown-Hughes,Financial Services,ETH Zurich,48
476,Donald,Brown-Price,Health,Cornell University,53
477,Ella A. A.,Brown-Rossi,Advertising & Marketing,ETH Zurich,45
478,Margaret S. C.,Brown-Russo,Food & Beverage,RWTH Aachen University,36
479,Jacob X. B.,Brown-Ferrari,Business Products & Services,Princeton University,37
480,Noah J. Z.,Brown-Bianchi,IT System Development,University of Patras,47
481,Donna P. O.,Brown-Romano,Business Products & Services,Charles University,42
482,Camila I. W.,Brown-Esposito,Health,Massachusetts Institute of Technology,47
483,Theo U. I.,Brown-Greco,Software,University of Valencia,29
484,Anna P. X.,Brown-Conti,Construction,Georgia Institute of Technology,27
485,Noah G. B.,Brown-DeLuca,Consumer Products & Services,Imperial College London,45
486,David T. M.,Brown-Costa,Financial Services,University of Bristol,48
487,Camila D. C.,Brown-Silva,Manufacturing,University of Bologna,38
488,Paul P. M.,Brown-Santos,IT Management,EPFL (École Polytechnique Fédérale de Lausanne),30
489,John N. B.,Brown-Ferreira,Health,PSL University,49
490,Sandra,Brown-Pereira,Engineering,"University of California, Berkeley",42
491,Donald V. O.,Brown-Oliveira,Consumer Products & Services,UCL (University College London),47
492,Robert M. K.,Brown-Muller,Health,McGill University,41
493,Christopher,Brown-Schmidt,Software,Massachusetts Institute of Technology,43
494,Noah K. E.,Brown-Schneider,Security,The University of Texas at Austin,44
495,Richard,Brown-Fischer,IT System Development,Northwestern University,38
496,Mary K. T.,Brown-Weber,Construction,Aristotle University of Thessaloniki,45
497,Barbara,Brown-Dubois,Software,University of Amsterdam,25
498,James,Brown-Moreau,Software,University of Lisbon,52
499,Robert H. Q.,Brown-Lefevre,IT Management,University of Glasgow,49
500,Ashley,Brown-Laurent,Health,Technical University of Munich,28
501,James,Brown-Leroy,Business Products & Services,Uppsala University,28
502,Mary,Brown-Bernard,IT Management,"University of California, Berkeley",26
503,Donald F. P.,Brown-Petit,Health,Stanford University,26
504,Joshua C. J.,Brown-Durand,Energy,University of Geneva,50
505,Joshua Y. R.,Brown-Nowak,Advertising & Marketing,University of Helsinki,41
506,Alexander A. V.,Brown-Kowalski,Business Products & Services,Stanford University,45
507,Michelle V. U.,Brown-Novak,Business Products & Services,University of Warwick,38
508,Sophia H. D.,Brown-Horvat,Financial Services,EPFL (École Polytechnique Fédérale de Lausanne),36
509,Linda R. D.,Brown-Popescu,IT Management,Carnegie Mellon University,30
510,Chloe Q. B.,Brown-Ionescu,Business Products & Services,KTH Royal Institute of Technology,33
511,Elena G. S.,Brown-Papadopoulos,Financial Services,Delft University of Technology,47
512,Joshua,Brown-Georgiou,Consumer Products & Services,University of Lisbon,46
513,Charles Y. L.,Brown-Nikolaou,Food & Beverage,Stanford University,50
514,Thomas,Brown-Kostas,Government Services,Université Paris-Saclay,48
515,Steven P. I.,Brown-Andriou,Consumer Products & Services,Humboldt University of Berlin,32
516,Grace F. Y.,Brown-Vasileiou,Security,University of Bristol,54
517,Emily V. O.,Jones-Smith,Business Products & Services,Sapienza University of Rome,53
518,Patricia E. J.,Jones-Johnson,Retail,Ghent University,27
519,Elijah K. A.,Jones-Williams,Real Estate,University of Porto,39
520,Jennifer,Jones-Brown,Financial Services,Yale University,33
521,Sofia I. A.,Jones-Garcia,IT Management,University of Manchester,50
522,Jason F. O.,Jones-Miller,Government Services,University of Copenhagen,40
523,Matthew L. B.,Jones-Davis,Retail,McGill University,24
524,Chloe A. W.,Jones-Rodriguez,Engineering,Georgia Institute of Technology,44
525,Richard,Jones-Martinez,Software,University of Valencia,28
526,Giulia C. X.,Jones-Hernandez,Construction,University of Lisbon,36
527,Paul U. U.,Jones-Lopez,Software,University of Oslo,40
528,Linda O. E.,Jones-Gonzalez,Business Products & Services,Johns Hopkins University,39
529,Nancy N. H.,Jones-Wilson,Advertising & Marketing,University of Warsaw,50
530,Anna M. K.,Jones-Anderson,Security,Heidelberg University,36
531,Andrew,Jones-Thomas,Real Estate,Jagiellonian University,48
532,Mary R. I.,Jones-Taylor,IT Management,Aarhus University,52
533,Matthew,Jones-Moore,Advertising & Marketing,Eindhoven University of Technology,30
534,Mia T. Z.,Jones-Jackson,Logistics & Transportation,University of Warwick,44
535,Noemi G. N.,Jones-Martin,Business Products & Services,University of Amsterdam,33
536,Ashley,Jones-Lee,Manufacturing,University of Geneva,34
537,Marco P. F.,Jones-Perez,Education,Technical University of Munich,25
538,Eleni S. N.,Jones-Thompson,IT System Development,Yale University,40
539,Irene M. F.,Jones-White,Security,Carnegie Mellon University,51
540,Joshua,Jones-Harris,Software,Sapienza University of Rome,42
541,Betty,Jones-Sanchez,Advertising & Marketing,Heidelberg University,36
542,Noemi D. O.,Jones-Clark,Health,Aristotle University of Thessaloniki,40
543,Donna,Jones-Ramirez,Government Services,Stockholm University,33
544,Ashley,Jones-Lewis,Environmental Services,Imperial College London,53
545,Lisa K. S.,Jones-Robinson,Environmental Services,"University of California, San Diego",32
546,Ashley P. F.,Jones-Walker,Consumer Products & Services,Delft University of Technology,37
547,Zoe U. Q.,Jones-Young,Advertising & Marketing,Complutense University of Madrid,29
548,Amelia V. V.,Jones-Allen,Human Resources,Complutense University of Madrid,40
549,Elizabeth,Jones-King,Health,University of Bologna,46
550,William,Jones-Wright,Business Products & Services,Cornell University,39
551,Maria W. I.,Jones-Scott,Construction,Columbia University,34
552,Olivia W. B.,Jones-Torres,Education,University of Bologna,49
553,Mia Z. T.,Jones-Nguyen,Government Services,University of Porto,33
554,Theo A. I.,Jones-Hill,Food & Beverage,University of Michigan,41
555,Karen,Jones-Flores,Business Products & Services,Politecnico di Milano,27
556,John,Jones-Green,Retail,Cornell University,28
557,Katerina U. K.,Jones-Adams,IT Management,ETH Zurich,36
558,Oliver L. R.,Jones-Nelson,Energy,University of Zurich,43
559,Sophia C. I.,Jones-Baker,Business Products & Services,University of Manchester,29
560,Matthew,Jones-Hall,Business Products & Services,Ghent University,53
561,David O. V.,Jones-Rivera,Software,University of Glasgow,26
562,Barbara,Jones-Campbell,IT Management,University of Michigan,37
563,Betty W. J.,Jones-Mitchell,Logistics & Transportation,University of British Columbia,29
564,Mary R. N.,Jones-Carter,Financial Services,University of Porto,50
565,James V. Y.,Jones-Roberts,Construction,"University of California, San Diego",53
566,Jessica,Jones-Phillips,Retail,University of Oslo,27
567,Zoe J. P.,Jones-Evans,Manufacturing,University of Bristol,32
568,John Z. V.,Jones-Turner,IT Services,Sorbonne University,29
569,Jason Z. X.,Jones-Diaz,Health,Uppsala University,50
570,Mary V. B.,Jones-Parker,Health,Columbia University,42
571,James Z. F.,Jones-Cruz,Health,University of Chicago,25
572,Thomas,Jones-Edwards,Travel & Hospitality,Duke University,34
573,Nora V. O.,Jones-Collins,Health,Humboldt University of Berlin,50
574,Linda,Jones-Reyes,Health,UCL (University College London),41
575,Sarah,Jones-Stewart,Financial Services,"University of California, Berkeley",25
576,Anna A. B.,Jones-Morris,Software,McGill University,44
577,Nikolai N. V.,Jones-Morales,Government Services,University of Oxford,51
578,Oskar E. X.,Jones-Murphy,Software,University of Zurich,36
579,Elizabeth H. A.,Jones-Cook,Advertising & Marketing,Georgia Institute of Technology,41
580,David A. U.,Jones-Rogers,Software,KU Leuven,33
581,Henry Y. Y.,Jones-Gutierrez,Health,University of British Columbia,41
582,Liam B. J.,Jones-Ortiz,IT Management,Technical University of Munich,31
583,Olivia H. C.,Jones-Morgan,Human Resources,University of Barcelona,48
584,Daniel J. F.,Jones-Cooper,Real Estate,Aristotle University of Thessaloniki,45
585,David,Jones-Peterson,Construction,EPFL (École Polytechnique Fédérale de Lausanne),35
586,Sandra,Jones-Bailey,Consumer Products & Services,Aarhus University,37
587,Sofia Q. Z.,Jones-Reed,Software,Politecnico di Milano,52
588,Susan H. O.,Jones-Kelly,Telecommunications,California Institute of Technology,52
589,Joseph,Jones-Howard,Government Services,Northwestern University,49
590,Brian F. T.,Jones-Ramos,Telecommunications,Yale University,54
591,Lea Z. K.,Jones-Kim,Human Resources,Stanford University,31
592,Aria C. Y.,Jones-Cox,IT Management,Massachusetts Institute of Technology,41
593,Nancy,Jones-Ward,Health,KTH Royal Institute of Technology,45
594,Robert,Jones-Richardson,IT Management,PSL University,53
595,Nikolai L. C.,Jones-Watson,Real Estate,"University of California, Los Angeles",43
596,Luca M. Y.,Jones-Brooks,Advertising & Marketing,Georgia Institute of Technology,30
597,Mary,Jones-Chavez,Insurance,Duke University,47
598,Joseph,Jones-Wood,Government Services,Delft University of Technology,42
599,Lisa F. N.,Jones-James,Consumer Products & Services,Aristotle University of Thessaloniki,37
600,Sandra I. G.,Jones-Bennett,Business Products & Services,LMU Munich,42
601,Giulia T. Q.,Jones-Gray,Software,University of British Columbia,31
602,Abigail Y. O.,Jones-Mendoza,Construction,University of Cambridge,43
603,Ethan X. A.,Jones-Ruiz,Logistics & Transportation,"University of California, San Diego",27
604,Elizabeth W. Z.,Jones-Hughes,Insurance,Northwestern University,39
605,Mary X. E.,Jones-Price,Energy,Aristotle University of Thessaloniki,24
606,Lea X. E.,Jones-Rossi,Telecommunications,Politecnico di Milano,34
607,Donald X. C.,Jones-Russo,Business Products & Services,The University of Texas at Austin,51
608,Daniel D. Z.,Jones-Ferrari,Construction,Harvard University,25
609,Elizabeth,Jones-Bianchi,Financial Services,Complutense University of Madrid,30
