id,name,surname,researchfield,university,age
489,Mark,Nielsen,Business Products & Services,University of Belgrade,28
490,Hugo,Lombardi,Logistics & Transportation,University of Lisbon,22
491,Theodora,Clark,Business Products & Services,Stockholm University,29
492,Matthew,Dubois,Consumer Products & Services,University of Patras,20
493,Daniel,Hall,Manufacturing,University of Vienna,18
494,Chloe,Moore,Advertising & Marketing,University of Patras,18
495,Theodora,Mitchell,Food & Beverage,Trinity College Dublin,25
496,Timothy,Baker,Advertising & Marketing,Charles University,27
497,Benjamin,Hernandez,IT System Development,University of Helsinki,28
498,Alexandra,Robinson,Advertising & Marketing,University of Cambridge,29
499,Henry,Lewis,IT Management,Delft University of Technology,30
500,Penelope,Thomas,Construction,KTH Royal Institute of Technology,29
501,Victoria,Schmidt,Health,ETH Zurich,31
502,Nikos,Smith,IT Management,University of Copenhagen,19
503,Mark,Hernandez,Advertising & Marketing,The University of Manchester,36
504,Hugo,Young,Consumer Products & Services,University of Patras,35
505,Julia,Lewis,Business Products & Services,University of Patras,20
506,Jason,Scott,Retail,Lund University,40
507,George,Hernandez,Software,National and Kapodistrian University of Athens,34
508,Roxanne,Smith,Software,National and Kapodistrian University of Athens,25
509,Harris,Nelson,Retail,National and Kapodistrian University of Athens,27
510,Jasmine,Lee,Consumer Products & Services,University of Patras,19
511,Henry,Harris,Business Products & Services,National and Kapodistrian University of Athens,36
512,Peter,Davis,Health,Aarhus University,26
513,Nikoleta,Lewis,Energy,Jagiellonian University,24
514,Athena,Thompson,Manufacturing,Lund University,21
515,Victoria,King,Environmental Services,University of Strasbourg,38
516,Leo,Smith,Manufacturing,University of Patras,35
517,Richard,Carter,Construction,University of Strasbourg,30
518,Victor,White,Financial Services,University of Patras,28
519,Christopher,Williams,Health,University of Patras,21
520,Zoe,Bianchi,Health,Jagiellonian University,38
521,Emily,White,Construction,University of Belgrade,21
522,Leo,Bianchi,Logistics & Transportation,University of Lisbon,27
523,Andreas,Sanchez,Consumer Products & Services,University of Warsaw,22
524,Nikoleta,Walker,Manufacturing,Tel Aviv University,26
525,Theodora,Williams,Business Products & Services,Aristotle University of Thessaloniki,20
526,Mark,Novak,Real Estate,National and Kapodistrian University of Athens,34
527,Jack,Horvath,Media,Aristotle University of Thessaloniki,20
528,Jason,Thompson,Business Products & Services,National and Kapodistrian University of Athens,33
529,Andrew,White,Security,Sapienza University of Rome,21
530,Helen,Rossi,Software,Aristotle University of Thessaloniki,35
531,Laura,Brown,Advertising & Marketing,The University of Manchester,34
532,Zoe,Adams,Business Products & Services,National and Kapodistrian University of Athens,24
533,Richard,Johnson,Consumer Products & Services,Sciences Po,40
534,Anna,Horvath,Media,University of Barcelona,22
535,Helen,Sanchez,Business Products & Services,University of Warsaw,29
536,Alex,Carter,Advertising & Marketing,Politecnico di Milano,34
537,Hugo,Rossi,IT System Development,National and Kapodistrian University of Athens,40
538,James,Allen,Real Estate,University of Porto,30
539,Oscar,Wright,Financial Services,Delft University of Technology,40
540,Natalie,Thomas,Software,University College London,20
541,Richard,Sanchez,IT Management,University of Patras,26
542,Peter,Schmidt,Consumer Products & Services,University of Patras,34
543,Leah,Bianchi,Software,University of Cambridge,34
544,Sara,Muller,Consumer Products & Services,University of Oslo,37
545,Thomas,Green,Advertising & Marketing,Aristotle University of Thessaloniki,33
546,Athena,Davis,Consumer Products & Services,University of Patras,39
547,Katerina,Williams,Food & Beverage,University of Patras,30
548,Jack,Lewis,Software,Aalto University,36
549,Angelina,Johnson,IT Management,Aristotle University of Thessaloniki,34
550,Chloe,Mitchell,Software,Chalmers University of Technology,21
551,Dimitris,Horvath,IT System Development,National and Kapodistrian University of Athens,29
552,Peter,Anderson,Financial Services,The University of Manchester,26
553,Nicholas,Horvath,Human Resources,Sapienza University of Rome,36
554,Nicole,Schmidt,Real Estate,Stockholm University,29
555,William,Thomas,Food & Beverage,University of Ljubljana,26
556,Maya,Martinez,Construction,National and Kapodistrian University of Athens,24
557,Helen,Miller,Advertising & Marketing,Aristotle University of Thessaloniki,31
558,Maria,Perez,Business Products & Services,Aristotle University of Thessaloniki,37
559,Ivy,Garcia,Health,University of Strasbourg,36
560,Irene,Brown,Construction,Technical University of Munich,32
561,Athena,Young,Construction,Sciences Po,33
562,Harris,Rossi,Human Resources,Technion – Israel Institute of Technology,38
563,Lucy,Horvath,Construction,University of Strasbourg,22
564,Lucas,Brown,Government Services,National and Kapodistrian University of Athens,20
565,Nikoleta,Gonzalez,Telecommunications,University of Belgrade,29
566,Mark,Davis,Business Products & Services,Stockholm University,37
567,Emily,Green,Advertising & Marketing,Ghent University,38
568,Veronica,White,Advertising & Marketing,University of Oslo,21
569,Nicole,Hernandez,Travel & Hospitality,Aarhus University,38
570,Elisa,Bianchi,Retail,Aristotle University of Thessaloniki,40
571,Timothy,Mitchell,Government Services,University of Tartu,33
572,Paula,Schmidt,Advertising & Marketing,Politecnico di Milano,24
573,Rebecca,Johnson,Advertising & Marketing,Sapienza University of Rome,30
574,Mark,Harris,Government Services,University of Patras,38
575,Nicholas,Kowalski,Telecommunications,University of Tartu,27
576,Alex,Gonzalez,IT Management,University of Oslo,24
577,Stephen,Horvath,Financial Services,Ludwig Maximilian University of Munich,31
578,Alice,Taylor,Business Products & Services,National and Kapodistrian University of Athens,22
579,Max,Nelson,Health,Eindhoven University of Technology,20
580,Timothy,Dubois,Business Products & Services,University of Patras,40
581,Natalie,Lewis,Software,University College London,28
582,Oscar,Scott,Food & Beverage,Technion – Israel Institute of Technology,28
583,Laura,Smith,Business Products & Services,Aristotle University of Thessaloniki,35
584,James,Lombardi,Environmental Services,University of Geneva,32
585,Anthony,Walker,Engineering,Aristotle University of Thessaloniki,29
586,Paula,Perez,Software,University of Porto,26
587,Angelina,Lombardi,Real Estate,Jagiellonian University,27
588,Zoe,Lombardi,Business Products & Services,Charles University,29
589,Marta,Brown,Business Products & Services,University of Barcelona,34
590,Mark,Jones,Advertising & Marketing,Charles University,23
591,Lydia,Hernandez,Advertising & Marketing,The University of Manchester,24
592,Jack,Muller,Consumer Products & Services,Aristotle University of Thessaloniki,31
593,Diana,King,Financial Services,University of Patras,30
594,Daniel,Anderson,Consumer Products & Services,Tel Aviv University,25
595,Julia,Dubois,Software,Jagiellonian University,27
596,Alexandra,White,Logistics & Transportation,University of Zurich,26
597,Roman,Miller,Real Estate,KU Leuven,35
598,Robert,Thomas,Construction,Trinity College Dublin,19
599,James,Young,Government Services,Utrecht University,22
600,Anna,Williams,IT Management,National and Kapodistrian University of Athens,22
601,Spyros,White,Consumer Products & Services,University of Patras,23
602,Evelyn,Carter,Government Services,Pompeu Fabra University,36
603,James,Hernandez,Financial Services,Jagiellonian University,25
604,Paula,Novak,Business Products & Services,KTH Royal Institute of Technology,33
605,Paul,King,Real Estate,University of Barcelona,30
606,Jason,Perez,Construction,Aristotle University of Thessaloniki,18
607,Spyros,Thomas,Retail,University of Patras,39
608,Christina,Rossi,IT Management,University of Copenhagen,37
609,Veronica,Schmidt,Insurance,The University of Edinburgh,34
610,Emily,Smith,Financial Services,Chalmers University of Technology,24
611,Patricia,Lee,Insurance,Trinity College Dublin,30
612,Dimitris,White,Advertising & Marketing,University of Vienna,21
613,Michael,Baker,Government Services,Jagiellonian University,21
614,John,Clark,IT System Development,Aristotle University of Thessaloniki,23
615,Laura,Garcia,Advertising & Marketing,National and Kapodistrian University of Athens,36
616,Arthur,Harris,Real Estate,University of Patras,29
617,Noah,Allen,Consumer Products & Services,University of Lisbon,39
618,Spyros,Adams,Advertising & Marketing,Aristotle University of Thessaloniki,24
619,Mark,Novak,Health,Delft University of Technology,27
620,Eleni,Miller,Government Services,Trinity College Dublin,36
621,Anna,Adams,Real Estate,National and Kapodistrian University of Athens,24
622,Grace,Allen,Health,National and Kapodistrian University of Athens,20
623,Victoria,Miller,Business Products & Services,University College Dublin,30
624,Jason,Garcia,Telecommunications,University of Zurich,30
625,Maria,Miller,Business Products & Services,Aristotle University of Thessaloniki,35
626,Oscar,Thomas,Retail,University of Patras,37
627,Roxanne,Dubois,Construction,University College Dublin,25
628,Paula,Miller,Engineering,University of Patras,26
629,Andrew,Thomas,Construction,National and Kapodistrian University of Athens,24
630,Zoe,Gonzalez,Health,University of Patras,18
631,Leah,Nelson,Government Services,ETH Zurich,20
632,Roxanne,Rossi,IT Management,University of Tartu,30
633,Paul,Johnson,Advertising & Marketing,Uppsala University,34
634,Claire,Nielsen,Government Services,University of Barcelona,18
635,Samuel,Taylor,Retail,KTH Royal Institute of Technology,23
636,Olivia,Smith,Retail,Technion – Israel Institute of Technology,38
637,Katerina,Moore,Software,National and Kapodistrian University of Athens,23
638,Martin,Rossi,Manufacturing,Sciences Po,29
639,Harris,Lewis,Advertising & Marketing,Ghent University,30
640,Georgia,Allen,Construction,University of Belgrade,30
641,Kostas,Miller,Retail,The University of Edinburgh,32
642,Vasilis,Dubois,Health,University of Warsaw,38
643,Nicholas,Jackson,Construction,Eindhoven University of Technology,33
644,Jason,Lee,Logistics & Transportation,National and Kapodistrian University of Athens,39
645,Leo,Kowalski,Manufacturing,Utrecht University,38
646,Nikos,Bianchi,Business Products & Services,University of Lisbon,28
647,Jack,Hernandez,Software,KTH Royal Institute of Technology,22
648,Georgia,Schmidt,Advertising & Marketing,University College Dublin,21
649,Liam,Muller,Food & Beverage,Charles University,20
650,Leah,Schmidt,Health,National and Kapodistrian University of Athens,36
651,Daniel,Martinez,Software,Aristotle University of Thessaloniki,37
652,Elisa,Lee,Real Estate,University of Patras,35
653,Patricia,Brown,Advertising & Marketing,Leiden University,32
654,Emily,Robinson,Education,Aristotle University of Thessaloniki,26
655,Stephen,Horvath,Advertising & Marketing,National and Kapodistrian University of Athens,34
656,Marta,Lopez,Software,University of Patras,31
657,William,Thomas,Software,Ludwig Maximilian University of Munich,32
658,Eva,White,Consumer Products & Services,University of Strasbourg,18
659,Zoe,Martinez,Advertising & Marketing,Lund University,38
660,Lucy,Adams,Real Estate,National and Kapodistrian University of Athens,39
661,Chloe,Gonzalez,Government Services,Ludwig Maximilian University of Munich,39
662,Anna,Perez,Business Products & Services,University of Groningen,20
663,Mark,Martin,Financial Services,National and Kapodistrian University of Athens,33
664,Isabella,Hernandez,Government Services,University of Bern,40
665,Marta,White,Health,University of Warsaw,28
666,Dimitris,Hernandez,Financial Services,University of Geneva,29
667,Samuel,Thomas,IT Services,ETH Zurich,27
668,Nicholas,Lopez,Health,University of Ljubljana,33
669,Samuel,Thompson,Logistics & Transportation,University of Barcelona,25
670,Oscar,Novak,IT System Development,Aristotle University of Thessaloniki,23
671,John,Young,IT Services,Delft University of Technology,29
672,Kostas,Thompson,Construction,Charles University,38
673,Diana,Miller,Real Estate,Aristotle University of Thessaloniki,25
674,Stephen,Wright,Advertising & Marketing,Ludwig Maximilian University of Munich,21
675,Diana,Clark,Education,University of Amsterdam,25
676,Liam,Nelson,IT System Development,Stockholm University,35
677,Grace,Lewis,Human Resources,University of Patras,22
678,Vasilis,Clark,Business Products & Services,University of Porto,26
679,Athena,Nielsen,Consumer Products & Services,Imperial College London,21
680,George,Bianchi,Manufacturing,The University of Manchester,39
681,Kostas,Scott,Health,Aalto University,34
682,Claire,Young,Consumer Products & Services,Ghent University,26
683,Gregory,Rossi,Software,Aristotle University of Thessaloniki,18
684,Grace,Kowalski,IT Management,University of Amsterdam,38
685,Eleni,Taylor,IT Management,Uppsala University,37
686,Leah,Williams,Software,National and Kapodistrian University of Athens,30
687,Maya,Nelson,Real Estate,KU Leuven,33
688,Stephen,Robinson,Software,Lund University,30
689,Lydia,Anderson,Telecommunications,Chalmers University of Technology,31
690,Christopher,Green,Advertising & Marketing,National and Kapodistrian University of Athens,20
