id,name,surname,researchfield,university,age
396,Jacob P. K.,Brown-Martinez,Health,Stanford University,51
397,Ella A. M.,Brown-Hernandez,Food & Beverage,The University of Texas at Austin,37
398,Aria H. M.,Brown-Lopez,Real Estate,Sapienza University of Rome,39
399,Elizabeth,Brown-Gonzalez,Software,University of Zurich,38
400,Kevin H. M.,Brown-Wilson,Government Services,University of Amsterdam,31
401,Linda S. T.,Brown-Anderson,Food & Beverage,Ghent University,32
402,Mary A. O.,Brown-Thomas,IT System Development,Université Paris-Saclay,44
403,Oliver M. J.,Brown-Taylor,Construction,Stanford University,51
404,Joshua,Brown-Moore,Logistics & Transportation,London School of Economics and Political Science,33
405,Eleni M. I.,Brown-Jackson,Advertising & Marketing,Carnegie Mellon University,45
406,Kimberly O. T.,Brown-Martin,Software,University of Porto,49
407,John O. Q.,Brown-Lee,Software,Massachusetts Institute of Technology,43
408,Aria A. F.,Brown-Perez,Business Products & Services,University of Chicago,49
409,Elizabeth,Brown-Thompson,Business Products & Services,Sorbonne University,44
410,Christopher Y. G.,Brown-White,Advertising & Marketing,Aarhus University,37
411,Patricia M. H.,Brown-Harris,Construction,Leiden University,52
412,Ronald D. A.,Brown-Sanchez,Business Products & Services,Technical University of Munich,44
413,Kevin G. G.,Brown-Clark,Software,Aarhus University,42
414,Oliver M. Z.,Brown-Ramirez,Software,Technical University of Munich,34
415,Kimberly Y. J.,Brown-Lewis,Software,École Polytechnique,38
416,Anthony T. Z.,Brown-Robinson,Security,London School of Economics and Political Science,50
417,Kimberly,Brown-Walker,Advertising & Marketing,Georgia Institute of Technology,48
418,Amelia B. G.,Brown-Young,Consumer Products & Services,Politecnico di Milano,45
419,Olivia K. V.,Brown-Allen,Health,Georgia Institute of Technology,47
420,Paul,Brown-King,Security,Eindhoven University of Technology,30
421,Zoe B. R.,Brown-Wright,IT Management,California Institute of Technology,53
422,Sandra,Brown-Scott,Software,University of British Columbia,37
423,Isabella G. V.,Brown-Torres,Software,EPFL (École Polytechnique Fédérale de Lausanne),53
424,Abigail O. S.,Brown-Nguyen,IT Management,Yale University,33
425,Hugo D. A.,Brown-Hill,Software,"University of California, Berkeley",33
426,William,Brown-Flores,Software,Northwestern University,37
427,Timothy N. W.,Brown-Green,Business Products & Services,"University of California, Berkeley",43
428,Margaret A. Q.,Brown-Adams,Government Services,Autonomous University of Barcelona,43
429,Richard,Brown-Nelson,Retail,Carnegie Mellon University,51
430,Linda,Brown-Baker,Logistics & Transportation,University College Dublin,46
431,Sandra D. W.,Brown-Hall,Logistics & Transportation,Imperial College London,27
432,Ava M. N.,Brown-Rivera,Human Resources,London School of Economics and Political Science,47
433,Aria V. K.,Brown-Campbell,Health,University of Porto,27
434,Jacob X. Q.,Brown-Mitchell,Education,University of Oxford,49
435,Thomas Z. S.,Brown-Carter,Human Resources,Humboldt University of Berlin,37
436,Thomas,Brown-Roberts,IT System Development,UCL (University College London),54
437,James,Brown-Phillips,Consumer Products & Services,Jagiellonian University,25
438,Lea E. Q.,Brown-Evans,Software,University of Bristol,34
439,Linda F. S.,Brown-Turner,Health,University of Pennsylvania,36
440,Thomas V. A.,Brown-Diaz,Consumer Products & Services,University of Michigan,47
441,Nancy,Brown-Parker,Energy,University of Copenhagen,34
442,Joshua I. S.,Brown-Cruz,Advertising & Marketing,Politecnico di Milano,49
443,Patricia R. E.,Brown-Edwards,Business Products & Services,University of Glasgow,38
444,Jessica,Brown-Collins,Engineering,Université Paris-Saclay,33
445,Edward Q. G.,Brown-Reyes,Education,University College Dublin,29
446,Margaret Z. Z.,Brown-Stewart,Consumer Products & Services,Eindhoven University of Technology,40
447,Irene V. O.,Brown-Morris,Health,McGill University,53
448,Ashley Q. S.,Brown-Morales,Retail,University of Toronto,28
449,Benjamin E. C.,Brown-Murphy,Energy,National and Kapodistrian University of Athens,50
450,Lisa J. O.,Brown-Cook,Health,Charles University,31
451,John,Brown-Rogers,Software,Complutense University of Madrid,51
452,Andreas J. S.,Brown-Gutierrez,Construction,Sorbonne University,43
453,Victoria G. J.,Brown-Ortiz,IT Management,University of Michigan,28
454,Charles,Brown-Morgan,Software,Aristotle University of Thessaloniki,44
455,Ronald W. O.,Brown-Cooper,Business Products & Services,University of Copenhagen,50
456,Linda D. Q.,Brown-Peterson,Construction,ETH Zurich,36
457,Ava T. G.,Brown-Bailey,Manufacturing,Harvard University,43
458,Jacob D. D.,Brown-Reed,Manufacturing,Sapienza University of Rome,40
459,Linda,Brown-Kelly,Logistics & Transportation,Northwestern University,38
460,Aria L. O.,Brown-Howard,Consumer Products & Services,University of Copenhagen,34
461,Thomas W. O.,Brown-Ramos,Software,Heidelberg University,43
462,William X. A.,Brown-Kim,Real Estate,The University of Texas at Austin,25
463,Isabella X. B.,Brown-Cox,Food & Beverage,Charles University,29
464,David D. E.,Brown-Ward,Advertising & Marketing,University of Warwick,49
465,Susan,Brown-Richardson,IT Management,Carnegie Mellon University,24
466,Henry Q. I.,Brown-Watson,Food & Beverage,Northwestern University,53
467,Margaret,Brown-Brooks,Construction,Princeton University,48
468,Christopher L. M.,Brown-Chavez,Computer Hardware,"University of California, Los Angeles",31
469,Evelyn R. Q.,Brown-Wood,Health,University of Michigan,46
470,Andrew Z. T.,Brown-James,Government Services,University of Porto,36
471,Nancy,Brown-Bennett,Consumer Products & Services,National and Kapodistrian University of Athens,54
472,Lily E. D.,Brown-Gray,Education,University of Manchester,26
473,Charles D. F.,Brown-Mendoza,Food & Beverage,Aarhus University,38
474,Brian M. N.,Brown-Ruiz,Financial Services,University of Michigan,40
475,Camila M. K.,Brown-Hughes,Construction,Uppsala University,30
476,Daniel,Brown-Price,Environmental Services,University of Porto,47
477,Giulia M. T.,Brown-Rossi,Health,Heidelberg University,50
478,Paul,Brown-Russo,Education,Ghent University,45
479,Maria D. W.,Brown-Ferrari,Real Estate,Imperial College London,45
480,Noemi I. L.,Brown-Bianchi,Software,"University of California, San Diego",31
481,Eleni B. M.,Brown-Romano,Government Services,University of Cambridge,34
482,Mark I. N.,Brown-Esposito,Advertising & Marketing,Uppsala University,42
483,Oskar T. P.,Brown-Greco,Health,École Polytechnique,31
484,Michael,Brown-Conti,Government Services,PSL University,34
485,Paul U. G.,Brown-DeLuca,Advertising & Marketing,Yale University,30
486,Nora H. N.,Brown-Costa,Food & Beverage,Humboldt University of Berlin,25
487,Zoe P. S.,Brown-Silva,Human Resources,University of British Columbia,47
488,Mary,Brown-Santos,Real Estate,Aristotle University of Thessaloniki,40
489,Charles V. B.,Brown-Ferreira,Telecommunications,University of Glasgow,24
490,Jennifer,Brown-Pereira,Advertising & Marketing,UCL (University College London),45
491,Ronald V. E.,Brown-Oliveira,Real Estate,Stockholm University,38
492,William,Brown-Muller,Consumer Products & Services,"University of California, Los Angeles",32
493,Michael E. T.,Brown-Schmidt,Advertising & Marketing,Technical University of Munich,32
494,Elena O. M.,Brown-Schneider,Media,EPFL (École Polytechnique Fédérale de Lausanne),52
495,Nikolai I. A.,Brown-Fischer,Software,London School of Economics and Political Science,52
496,Barbara,Brown-Weber,Financial Services,University of Toronto,32
497,Matthew P. Y.,Brown-Dubois,Business Products & Services,RWTH Aachen University,38
498,Charlotte I. G.,Brown-Moreau,Health,University of Vienna,43
499,Mateo U. N.,Brown-Lefevre,Health,Yale University,29
500,Thomas,Brown-Laurent,Consumer Products & Services,University of Oslo,46
501,Liam T. Z.,Brown-Leroy,Construction,University of Chicago,47
502,Ella B. E.,Brown-Bernard,Business Products & Services,PSL University,30
503,Elizabeth Z. A.,Brown-Petit,Retail,Technical University of Munich,31
504,Patricia I. H.,Brown-Durand,IT Management,University of Vienna,27
505,Matthew X. H.,Brown-Nowak,Real Estate,University of Pennsylvania,51
506,Nancy,Brown-Kowalski,Food & Beverage,University of Geneva,48
507,Daniel X. T.,Brown-Novak,Health,Technical University of Munich,36
508,Anthony J. W.,Brown-Horvat,Health,École Polytechnique,47
509,Sofia H. I.,Brown-Popescu,Advertising & Marketing,University of Copenhagen,43
510,Lucas B. T.,Brown-Ionescu,Software,Massachusetts Institute of Technology,32
511,Mark I. W.,Brown-Papadopoulos,Travel & Hospitality,University of Helsinki,48
512,Ethan W. V.,Brown-Georgiou,Construction,École Polytechnique,26
513,Michelle F. M.,Brown-Nikolaou,Food & Beverage,Trinity College Dublin,51
514,Olivia G. H.,Brown-Kostas,Consumer Products & Services,University of Barcelona,29
515,Liam F. L.,Brown-Andriou,Manufacturing,Eindhoven University of Technology,45
516,Katerina Z. N.,Brown-Vasileiou,Business Products & Services,Humboldt University of Berlin,26
517,Margaret,Jones-Smith,Health,London School of Economics and Political Science,31
518,Paul,Jones-Johnson,Advertising & Marketing,University of Copenhagen,24
519,Lucas V. O.,Jones-Williams,Software,Technical University of Munich,30
520,Katerina D. F.,Jones-Brown,Manufacturing,University of Manchester,33
521,John Q. S.,Jones-Garcia,Manufacturing,McGill University,47
522,Jessica B. C.,Jones-Miller,Business Products & Services,University of Valencia,27
523,Jessica W. C.,Jones-Davis,Advertising & Marketing,Cornell University,26
524,Daniel,Jones-Rodriguez,Media,University of Toronto,53
525,Aria Z. C.,Jones-Martinez,Health,Stanford University,24
526,Benjamin N. A.,Jones-Hernandez,IT Management,California Institute of Technology,35
527,Brian E. I.,Jones-Lopez,Logistics & Transportation,"University of California, San Diego",35
528,Nancy,Jones-Gonzalez,Business Products & Services,Technical University of Munich,40
529,Karen,Jones-Wilson,Real Estate,University of Warsaw,26
530,Sandra J. G.,Jones-Anderson,Advertising & Marketing,Charles University,38
531,Mark,Jones-Thomas,Financial Services,Harvard University,39
532,Paul,Jones-Taylor,Business Products & Services,University of Manchester,36
533,George I. C.,Jones-Moore,IT Management,University of Glasgow,33
534,Elizabeth,Jones-Jackson,Business Products & Services,ETH Zurich,34
535,Susan A. K.,Jones-Martin,IT Management,Autonomous University of Barcelona,25
536,Betty,Jones-Lee,Financial Services,ETH Zurich,40
537,Steven,Jones-Perez,IT System Development,Delft University of Technology,43
538,Maria X. P.,Jones-Thompson,Software,Aarhus University,46
539,Ashley,Jones-White,Travel & Hospitality,University of Helsinki,32
540,Paul M. J.,Jones-Harris,Software,University of Bologna,27
541,Jacob I. F.,Jones-Sanchez,Manufacturing,Heidelberg University,26
542,Brian V. V.,Jones-Clark,Security,ETH Zurich,35
543,Kevin S. R.,Jones-Ramirez,Software,ETH Zurich,46
544,Lisa,Jones-Lewis,IT System Development,Trinity College Dublin,43
545,William M. D.,Jones-Robinson,Construction,University of Patras,54
546,Robert,Jones-Walker,IT Management,Harvard University,53
547,Maria R. F.,Jones-Young,Software,Charles University,29
548,Emily H. J.,Jones-Allen,Logistics & Transportation,The University of Texas at Austin,30
549,Leon G. E.,Jones-King,Logistics & Transportation,University of Chicago,50
550,Richard,Jones-Wright,IT System Development,Ghent University,49
551,Noemi G. R.,Jones-Scott,Construction,Complutense University of Madrid,29
552,Ava X. G.,Jones-Torres,Logistics & Transportation,University of Porto,53
553,Ella U. B.,Jones-Nguyen,Consumer Products & Services,Ghent University,36
554,Steven,Jones-Hill,Construction,University of Porto,52
555,William,Jones-Flores,Business Products & Services,University of Bristol,30
556,Ashley G. X.,Jones-Green,IT System Development,Stanford University,50
557,Irene N. Y.,Jones-Adams,Software,University of Cambridge,38
558,Mark,Jones-Nelson,Advertising & Marketing,"University of California, San Diego",26
559,Mary,Jones-Baker,Government Services,Trinity College Dublin,49
560,Mateo I. B.,Jones-Hall,Health,ETH Zurich,42
561,Giannis I. Z.,Jones-Rivera,IT Management,University of Pennsylvania,36
562,Betty,Jones-Campbell,Manufacturing,PSL University,40
563,Theo O. M.,Jones-Mitchell,Software,EPFL (École Polytechnique Fédérale de Lausanne),50
564,Elizabeth P. X.,Jones-Carter,Business Products & Services,Stockholm University,30
565,Andreas W. W.,Jones-Roberts,Logistics & Transportation,University of Helsinki,52
566,Steven L. Q.,Jones-Phillips,Energy,Humboldt University of Berlin,35
567,Chloe M. Z.,Jones-Evans,IT Management,Imperial College London,26
568,Aria R. E.,Jones-Turner,Financial Services,University of Lisbon,42
569,Thomas N. A.,Jones-Diaz,Consumer Products & Services,McGill University,39
570,Timothy U. U.,Jones-Parker,IT Management,Carnegie Mellon University,27
571,Thomas,Jones-Cruz,Health,Autonomous University of Barcelona,37
572,Noemi N. Q.,Jones-Edwards,Business Products & Services,EPFL (École Polytechnique Fédérale de Lausanne),37
573,Jennifer B. L.,Jones-Collins,Business Products & Services,Eindhoven University of Technology,33
574,Karen,Jones-Reyes,Software,Uppsala University,24
575,Kevin Q. N.,Jones-Stewart,Construction,LMU Munich,27
576,Theo Y. V.,Jones-Morris,IT Services,Trinity College Dublin,39
577,Amelia M. U.,Jones-Morales,Health,Charles University,51
578,David,Jones-Murphy,Real Estate,London School of Economics and Political Science,31
579,Lea X. M.,Jones-Cook,Government Services,Ghent University,50
580,Maria B. Y.,Jones-Rogers,Advertising & Marketing,Harvard University,40
581,Joshua,Jones-Gutierrez,Advertising & Marketing,Princeton University,24
582,Sofia Q. C.,Jones-Ortiz,Software,Sorbonne University,34
583,Emily,Jones-Morgan,Education,University of Helsinki,50
584,Mark,Jones-Cooper,Business Products & Services,KU Leuven,29
585,Mary,Jones-Peterson,Security,Yale University,42
586,Mark,Jones-Bailey,Software,ETH Zurich,37
587,Henry A. C.,Jones-Reed,IT Management,University of Michigan,24
588,Karen F. E.,Jones-Kelly,Health,"University of California, San Diego",33
589,Betty Q. V.,Jones-Howard,Business Products & Services,RWTH Aachen University,53
590,Noah S. C.,Jones-Ramos,Manufacturing,National and Kapodistrian University of Athens,32
591,William,Jones-Kim,Government Services,UCL (University College London),26
592,Robert,Jones-Cox,Retail,"University of California, Berkeley",50
593,Marco X. C.,Jones-Ward,Advertising & Marketing,Carnegie Mellon University,51
594,Amelia D. U.,Jones-Richardson,Advertising & Marketing,EPFL (École Polytechnique Fédérale de Lausanne),37
595,Benjamin U. L.,Jones-Watson,Construction,University of Helsinki,41
596,Zoe D. K.,Jones-Brooks,Software,Sapienza University of Rome,37
597,Michael T. J.,Jones-Chavez,Software,Delft University of Technology,47
598,Kevin Z. B.,Jones-Wood,Retail,University College Dublin,35
599,Elijah B. J.,Jones-James,Construction,University of Valencia,54
600,Sarah K. I.,Jones-Bennett,Manufacturing,EPFL (École Polytechnique Fédérale de Lausanne),30
601,Margaret,Jones-Gray,Advertising & Marketing,University of Oslo,38
602,Isabella U. B.,Jones-Mendoza,Logistics & Transportation,University of Pennsylvania,40
603,Lisa,Jones-Ruiz,Advertising & Marketing,McGill University,45
604,John K. Q.,Jones-Hughes,Health,University of Geneva,35
605,Anthony,Jones-Price,Consumer Products & Services,Imperial College London,39
606,Joseph E. N.,Jones-Rossi,Government Services,Aristotle University of Thessaloniki,54
